,100000,500000,1000000,2000000,3000000,4000000,5000000,6000000,7000000,8000000,9000000,10000000
ViReMa-a,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DI-tector,0.9453125,0.8690095846645367,0.816711590296496,0.6881720430107527,0.6173285198555957,0.5636645962732919,0.5293276108726752,0.5027027027027027,0.5077319587628866,0.4876237623762376,0.47336561743341404,0.46490218642117376
DVGfinder: Metasearch,0.9578313253012049,0.9039812646370023,0.8653465346534653,0.7615131578947368,0.6958393113342898,0.6434010152284264,0.6097271648873073,0.583710407239819,0.5843307943416758,0.5651260504201681,0.5515463917525774,0.5409674234945706
DVGfinder: Consensus,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DVGfinder: Filtered,1.0,0.9969230769230769,0.9974874371859297,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
